City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,taulaga,-11.0553,-171.0883,27.73,79,81,9.87,AS,1695762386
366,shingu,33.7333,135.9833,21.89,88,5,1.86,JP,1695762386
367,katsuura,35.1333,140.3,23.29,89,12,1.49,JP,1695762387
368,taroa,8.7058,171.2275,28.58,80,100,6.95,MH,1695762387
369,dongning,44.0622,131.1207,12.52,92,0,1.08,CN,1695762387
370,kill devil hills,36.0307,-75.676,23.0,83,100,5.66,US,1695762387
371,ulanhot,46.0833,122.0833,10.59,33,66,2.77,CN,1695762347
372,taltal,-25.4,-70.4833,17.6,66,19,1.55,CL,1695762388
373,ostashkov,57.1467,33.1075,8.88,81,99,1.56,RU,1695762388
374,remire-montjoly,4.9167,-52.2667,29.02,79,0,1.54,GF,1695762388
375,hassi messaoud,31.6804,6.0729,28.92,32,0,3.6,DZ,1695762389
376,petrolina,-9.3986,-40.5008,36.03,26,20,3.09,BR,1695762248
377,shibirghan,36.6676,65.7529,18.33,23,4,2.2,AF,1695762265
378,los angeles,34.0522,-118.2437,35.32,50,0,3.09,US,1695762045
379,magadan,59.5667,150.8,4.43,69,69,3.14,RU,1695762389
380,nar'yan-mar,67.6713,53.087,9.56,95,100,5.86,RU,1695762224
381,hirara,24.8,125.2833,27.92,89,75,4.63,JP,1695762390
382,pachino,36.7186,15.0907,21.88,71,32,9.78,IT,1695762390
383,udachny,66.4167,112.4,1.36,92,100,4.5,RU,1695762230
384,nouadhibou,20.931,-17.0347,23.99,69,100,6.17,MR,1695762391
385,mahina,-17.5065,-149.489,27.87,69,40,7.72,PF,1695762391
386,pasuquin,18.3328,120.6177,25.97,94,75,1.03,PH,1695762235
387,al mijlad,11.0333,27.7333,25.05,77,100,7.24,SD,1695762391
388,funafuti,-8.5243,179.1942,29.0,94,75,1.03,TV,1695762391
389,vaxjo,56.8777,14.8091,13.03,97,0,2.06,SE,1695762391
390,meadow lake,34.8014,-106.5436,30.6,25,1,3.21,US,1695762392
391,puerto carreno,6.189,-67.4859,34.99,52,40,2.06,CO,1695762293
392,tabou,4.423,-7.3528,25.02,90,17,2.52,CI,1695762392
393,san patricio,28.017,-97.5169,35.1,37,32,1.78,US,1695762392
394,merizo village,13.2658,144.6691,27.31,95,100,4.45,GU,1695762392
395,melfort,52.8667,-104.6177,26.06,28,85,9.56,CA,1695762104
396,northport,33.229,-87.5772,31.9,43,0,2.06,US,1695762179
397,siyabuswa,-25.1132,29.0445,18.05,25,0,1.52,ZA,1695762393
398,ghadamis,30.1337,9.5007,25.42,39,0,6.02,LY,1695762393
399,hobyo,5.3505,48.5268,25.78,86,43,10.79,SO,1695762393
400,challapata,-18.9,-66.7667,18.49,16,1,2.88,BO,1695762393
401,vilyuysk,63.7553,121.6247,2.79,83,93,2.21,RU,1695762394
402,baturaja,-4.1333,104.1667,22.12,80,34,1.11,ID,1695762394
403,sandpoint,48.2766,-116.5533,16.46,70,100,1.54,US,1695762394
404,hadibu,12.65,54.0333,26.56,83,58,3.73,YE,1695762394
405,ivdel',60.6911,60.4206,9.75,89,100,2.38,RU,1695762394
406,khandyga,62.6667,135.6,0.06,90,18,1.32,RU,1695762395
407,turpan,42.9333,89.1667,17.64,33,6,1.06,CN,1695762216
408,mhamid,29.82,-5.72,33.35,12,0,4.36,MA,1695762395
409,selfoss,63.9331,-20.9971,10.02,78,100,10.33,IS,1695762228
410,buenaventura,3.8801,-77.0312,27.86,86,98,2.18,CO,1695762395
411,yarmouth,41.7057,-70.2286,15.26,82,20,9.83,US,1695762395
412,aleksandrovskoye,44.7142,43.0008,15.57,72,6,5.26,RU,1695762396
413,marat,25.0701,45.4615,29.96,12,24,2.35,SA,1695762396
414,fada,9.5667,8.3,20.33,91,100,6.06,NG,1695762396
415,sheregesh,52.9209,87.9869,-1.22,96,27,0.97,RU,1695762396
416,veinticinco de mayo,-35.4323,-60.1727,12.77,83,100,2.14,AR,1695762397
417,saint-pourcain-sur-sioule,46.3093,3.2879,15.99,70,56,0.91,FR,1695762397
418,bonthe,7.5264,-12.505,25.76,89,27,1.88,SL,1695762397
419,luderitz,-26.6481,15.1594,18.74,48,0,7.4,NA,1695762222
420,altay,47.8667,88.1167,-1.32,75,25,3.74,CN,1695762397
421,priargunsk,50.3691,119.1012,4.18,85,38,1.17,RU,1695762398
422,roha,18.4333,73.1167,25.04,95,100,1.12,IN,1695762398
423,castro,-24.7911,-50.0119,25.3,58,58,1.85,BR,1695762398
424,russkiy,43.0147,131.8642,10.92,90,25,1.08,RU,1695762398
425,yuzhno-kurilsk,44.0306,145.8556,15.49,92,58,1.78,RU,1695762398
426,shahba,32.8551,36.629,20.31,44,0,3.48,SY,1695762399
427,tupiza,-21.45,-65.7167,27.24,8,1,7.65,BO,1695762241
428,gadzhiyevo,69.2551,33.3362,9.36,91,97,5.89,RU,1695762399
429,mata-utu,-13.2816,-176.1745,27.31,81,97,7.28,WF,1695762399
430,rongelap,11.1635,166.8941,28.69,77,100,6.6,MH,1695762399
431,kuala sungai baru,2.3594,102.0353,26.02,81,35,3.1,MY,1695762399
432,kuta,-8.7233,115.1723,25.0,88,20,1.03,ID,1695762400
433,goulburn,-34.75,149.7167,12.1,95,28,1.34,AU,1695762400
434,bhamo,24.2667,97.2333,24.79,86,31,0.38,MM,1695762400
435,benjamin constant,-4.3831,-70.0311,35.07,69,40,6.17,BR,1695762400
436,andergrove,-21.0833,149.1833,17.03,66,9,3.08,AU,1695762400
437,burang,30.25,81.1667,3.98,66,3,1.75,CN,1695762400
438,thinadhoo,0.5333,72.9333,28.11,75,26,6.08,MV,1695762401
439,seoni malwa,22.45,77.4667,24.13,87,88,0.41,IN,1695762401
440,auki,-8.7676,160.7034,26.38,79,97,2.9,SB,1695762227
441,haiku-pauwela,20.9219,-156.3051,27.8,58,45,7.62,US,1695762211
442,caykara,40.7548,40.2355,19.11,82,33,1.32,TR,1695762401
443,naantali,60.4674,22.0243,14.92,100,20,2.06,FI,1695762402
444,mount gambier,-37.8333,140.7667,7.02,83,13,1.93,AU,1695762271
445,floro,61.5996,5.0328,16.98,55,100,8.75,NO,1695762402
446,punta alta,-38.8759,-62.0736,17.82,47,45,6.31,AR,1695762402
447,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,81,0,5.0,RU,1695762230
448,praya,14.9215,-23.5087,26.3,83,40,4.12,CV,1695762402
449,springfield,37.2153,-93.2982,30.54,47,0,4.47,US,1695762310
450,sungailiat,-1.85,106.1333,25.59,77,43,4.26,ID,1695762403
451,brookings,44.3114,-96.7984,19.1,78,100,5.14,US,1695762282
452,molochnoye,59.2917,39.6787,11.53,74,100,3.29,RU,1695762403
453,howard springs,-12.497,131.047,22.95,81,70,1.72,AU,1695762403
454,sidi akkacha,36.4647,1.3026,20.97,72,0,4.3,DZ,1695762403
455,baikonur,45.6167,63.3167,18.56,38,0,4.36,KZ,1695762403
456,polevskoy,56.4422,60.1878,5.5,93,34,1.82,RU,1695762404
457,jinxiang,27.4327,120.6062,23.03,94,0,1.27,CN,1695762032
458,midar,34.9403,-3.5331,21.63,68,0,1.54,MA,1695762404
459,san julian,21.0167,-102.1667,29.13,19,7,6.87,MX,1695762404
460,santiago,-33.4569,-70.6483,17.88,41,0,3.09,CL,1695761743
461,heber city,40.5069,-111.4132,27.69,16,0,6.17,US,1695762405
462,cruz del eje,-30.7264,-64.8039,17.83,30,78,9.57,AR,1695762405
463,gamay,12.3854,125.2979,24.78,92,21,2.44,PH,1695762405
464,port saint john's,-31.6229,29.5448,16.61,60,64,9.46,ZA,1695762405
465,ashland,40.8167,-82.2665,18.98,54,97,3.93,US,1695762081
466,fort frances,48.5999,-93.4003,21.76,57,0,3.6,CA,1695762159
467,copiapo,-27.3667,-70.3333,23.06,30,1,2.81,CL,1695762406
468,zambezi,-13.5432,23.1047,24.02,51,87,2.47,ZM,1695762159
469,martuk,50.7475,56.5056,15.38,67,4,3.05,KZ,1695762406
470,kuragino,53.8975,92.6725,1.82,92,64,0.77,RU,1695762407
471,berezovo,63.9381,65.0419,4.98,84,100,2.68,RU,1695762407
472,south benfleet,51.553,0.5596,17.97,83,42,2.24,GB,1695762407
473,saguenay,48.4168,-71.0657,17.46,61,40,3.09,CA,1695762319
474,charlottetown,46.2352,-63.1267,14.29,73,20,5.14,CA,1695761726
475,celestun,20.8667,-90.4,29.0,70,49,4.45,MX,1695762408
476,mount isa,-20.7333,139.5,14.87,44,4,1.54,AU,1695762057
477,mogocha,53.7333,119.7667,7.59,89,100,4.49,RU,1695762408
478,kopong,-24.4833,25.8833,17.5,38,3,6.23,BW,1695762408
479,mafra,-26.1114,-49.8053,22.78,80,65,1.0,BR,1695762404
480,novyy urengoy,66.0833,76.6333,1.71,87,56,4.35,RU,1695762409
481,santa fe,-31.6333,-60.7,14.22,60,83,5.59,AR,1695762409
482,bubaque,11.2833,-15.8333,28.23,78,50,3.82,GW,1695762409
483,mil'kovo,55.6078,37.7956,12.81,71,99,1.76,RU,1695762409
484,lebyazh'ye,55.2689,66.4947,9.77,73,65,3.39,RU,1695762409
485,ha'il,27.5219,41.6907,26.8,15,42,2.66,SA,1695762410
486,nyurba,63.2842,118.3319,2.67,79,92,2.12,RU,1695762410
487,darovskoy,58.77,47.9564,8.97,86,100,2.22,RU,1695762410
488,shakhtersk,48.0625,38.5167,18.12,46,3,3.06,UA,1695762410
489,coronel dorrego,-38.7187,-61.2873,15.1,52,48,5.37,AR,1695762410
490,lianzhou,24.7811,112.3825,23.28,97,40,1.15,CN,1695762411
491,puerto san jose,13.9256,-90.8244,30.29,68,15,3.39,GT,1695762411
492,sabang,5.8933,95.3214,27.55,79,100,9.99,ID,1695762411
493,nola,40.922,14.5329,23.13,81,0,2.07,IT,1695762411
494,wailea,19.8858,-155.123,28.21,79,100,6.17,US,1695762412
495,san isidro,-12.1167,-77.05,19.77,73,100,3.6,PE,1695762412
496,puerto baquerizo moreno,-0.9,-89.6,27.55,69,40,7.2,EC,1695762169
497,ketchikan,55.3422,-131.6461,14.99,94,100,9.26,US,1695762412
498,non thai,15.1981,102.0358,26.13,86,100,2.36,TH,1695762412
499,atherton,53.5237,-2.4935,15.16,75,98,0.89,GB,1695762412
500,juan griego,11.0817,-63.9655,29.91,70,52,5.11,VE,1695762413
501,tara,56.8944,74.371,11.01,86,100,2.67,RU,1695762413
502,sittwe,20.15,92.9,27.07,89,95,2.0,MM,1695762413
503,gamba,-2.65,10.0,24.43,88,100,3.69,GA,1695762413
504,malanje,-9.5402,16.341,21.77,72,18,3.67,AO,1695762414
505,cristalina,-16.7686,-47.6136,28.07,35,89,2.68,BR,1695762414
506,fedorovka,53.6314,62.7078,10.31,77,10,3.48,KZ,1695762414
507,changling,44.2653,124.0005,17.78,78,68,1.34,CN,1695762414
508,hell-ville,-13.4,48.2667,25.73,69,12,2.11,MG,1695762414
509,osorio,-29.8867,-50.2697,18.7,99,100,2.08,BR,1695762415
510,salekhard,66.53,66.6019,6.23,85,100,0.55,RU,1695762225
511,saint-philippe,-21.3585,55.7679,19.77,80,19,4.75,RE,1695762415
512,sisimiut,66.9395,-53.6735,1.74,70,100,6.7,GL,1695762415
513,kalmunai,7.4167,81.8167,26.7,77,100,2.27,LK,1695762415
514,nema,57.5067,50.5011,8.45,89,100,2.3,RU,1695762416
515,boaco,12.4722,-85.6586,30.24,65,96,3.19,NI,1695762416
516,veraval,20.9,70.3667,26.51,80,100,3.85,IN,1695762416
517,eyl,7.9803,49.8164,25.92,80,99,8.97,SO,1695762161
518,guiuan,11.0333,125.7247,27.37,80,12,4.97,PH,1695762416
519,humberto de campos,-2.5983,-43.4611,26.99,70,13,3.89,BR,1695762416
520,malindi,-3.2175,40.1191,24.99,83,65,6.18,KE,1695762417
521,rimouski,48.4488,-68.524,16.1,70,0,2.09,CA,1695762269
522,fandrandava,-21.5208,47.2453,13.97,87,100,1.72,MG,1695762417
523,venado tuerto,-33.7456,-61.9688,16.8,45,29,3.93,AR,1695762417
524,richards bay,-28.783,32.0377,19.5,61,0,8.61,ZA,1695762417
525,bougouni,11.417,-7.479,25.54,76,99,1.89,ML,1695762417
526,vada,51.97,5.6667,17.14,86,100,0.51,NL,1695762418
527,cururupu,-1.8283,-44.8683,26.69,71,15,2.44,BR,1695762418
528,kodinsk,58.6881,99.1844,2.41,81,0,0.72,RU,1695762418
529,samoylovka,51.184,43.7081,15.06,67,7,3.16,RU,1695762418
530,juventino rosas,20.65,-101.0,28.71,19,15,5.96,MX,1695762398
531,issia,6.4922,-6.5856,23.12,98,39,1.32,CI,1695762419
532,berezovyy,51.6667,135.7,9.72,95,91,0.27,RU,1695762419
533,zyryanskoye,56.8306,86.6258,2.51,84,0,2.74,RU,1695762419
534,chita,52.0333,113.55,7.94,70,40,3.0,RU,1695762419
535,chinde,26.8418,88.0763,17.67,86,33,1.96,NP,1695762420
536,aur,8.1499,171.1687,28.88,80,100,7.36,MH,1695762420
537,nuuk,64.1835,-51.7216,4.34,56,40,4.12,GL,1695762352
538,shiraz,29.6036,52.5388,24.69,33,20,0.0,IR,1695762420
539,tarko-sale,64.9225,77.785,2.22,85,12,4.02,RU,1695762420
540,rakvere,59.3464,26.3558,10.47,80,91,2.68,EE,1695762420
541,rada tilly,-45.9333,-67.5333,15.27,29,0,10.29,AR,1695762421
542,fort stockton,30.894,-102.8793,33.03,35,40,4.63,US,1695762421
543,puerto deseado,-47.7503,-65.8938,14.35,33,85,7.38,AR,1695762421
544,usogorsk,63.4106,48.6872,10.93,91,98,4.52,RU,1695762422
545,maintirano,-18.0667,44.0167,24.86,68,0,1.62,MG,1695762422
546,tulum,20.2167,-87.4667,26.76,88,100,1.73,MX,1695762238
547,lepsy,46.235,78.9456,14.04,57,78,5.42,KZ,1695762422
548,marsa alam,25.0757,34.8918,30.96,44,2,4.37,EG,1695762423
549,dongkan,33.9997,119.8308,18.86,96,24,2.17,CN,1695762424
550,jorpeland,59.0225,6.0408,16.9,87,100,5.93,NO,1695762424
551,vilhena,-12.7406,-60.1458,35.27,26,85,2.72,BR,1695762424
552,ducheng,23.2373,111.5317,25.21,87,58,0.78,CN,1695762425
553,tres lagoas,-20.7511,-51.6783,35.4,30,75,0.42,BR,1695762244
554,touros,-5.1989,-35.4608,25.78,76,25,6.34,BR,1695762425
555,krasnyy kholm,58.0607,37.1203,8.19,86,83,2.7,RU,1695762425
556,santiago de cuba,20.0247,-75.8219,31.06,79,75,3.09,CU,1695762425
557,kaiapoi,-43.3783,172.6401,7.82,82,100,6.69,NZ,1695762426
558,rio gallegos,-51.6226,-69.2181,11.03,43,0,3.6,AR,1695762426
559,pustoshka,56.3355,29.369,11.13,73,84,1.82,RU,1695762426
560,nanzhou,29.3596,112.4024,21.05,85,85,1.61,CN,1695762426
561,mabaruma,8.2,-59.7833,29.55,70,40,2.33,GY,1695762426
562,gainesville,29.6516,-82.3248,26.53,69,100,6.69,US,1695762427
563,del rio,29.3627,-100.8968,37.06,42,20,8.23,US,1695762427
564,baruun-urt,46.6806,113.2792,4.31,51,32,7.48,MN,1695762427
565,vernon,50.2581,-119.2691,18.67,36,17,2.93,CA,1695762427
566,nicoya,10.1483,-85.452,30.33,72,64,1.94,CR,1695762427
567,phan rang-thap cham,11.5667,108.9833,25.05,86,100,2.89,VN,1695762428
568,yermentau,51.6214,73.1069,14.91,65,78,2.58,KZ,1695762428
569,lodja,-3.4833,23.4333,21.93,87,41,0.35,CD,1695762428
570,filadelfia,39.9523,-75.1638,15.94,92,100,5.14,US,1695762310
571,inhambane,-23.865,35.3833,23.16,94,78,2.18,MZ,1695762429
572,tanah merah,5.8,102.15,23.24,97,71,1.15,MY,1695762429
573,tazovsky,67.4667,78.7,1.57,73,52,7.51,RU,1695762430
574,kuching,1.55,110.3333,27.79,94,40,0.0,MY,1695762430
575,ujae,8.9322,165.7642,28.58,77,100,6.03,MH,1695762430
576,sungai penuh,-2.0833,101.3833,17.14,87,94,0.72,ID,1695762430
577,kilju,40.9642,129.3278,14.9,89,0,1.23,KP,1695762431
578,barcelos,41.5388,-8.6151,19.4,81,83,0.88,PT,1695762431
579,kochubey,44.3861,46.5825,17.65,71,6,4.56,RU,1695762431
580,sindangan,8.2376,122.9974,24.75,85,10,1.52,PH,1695762431
581,kavieng,-2.5744,150.7967,27.45,80,37,6.28,PG,1695762431
582,olinda,-8.0089,-34.8553,26.85,69,0,3.6,BR,1695762180
583,ugoofaaru,5.6667,73.0,27.75,76,100,5.67,MV,1695762432
584,huilong,31.8111,121.655,24.4,85,100,1.18,CN,1695762432
585,koson,39.0375,65.585,16.18,30,0,1.59,UZ,1695762432
586,pierre,44.3683,-100.351,18.51,72,100,3.6,US,1695762432
587,valdez,1.2492,-78.9831,27.67,78,89,4.85,EC,1695762433
588,pandan,14.0453,124.1694,26.27,85,24,2.25,PH,1695762433
589,bykhaw,53.5193,30.2469,11.86,66,24,1.81,BY,1695762433
590,rouissat,31.9243,5.3502,26.86,25,0,7.28,DZ,1695762433
